Make,Model,Engine_HP,Engine_Size_L,Cylinders,Transmission,Fuel_Type,Driven_Wheels,Number_of_Doors,Vehicle_Size,Vehicle_Style,Fuel_Consumption_Comb_L_100km,MSRP
INFINITI,Q40,328,3,6,AUTOMATIC,Z,all wheel drive,4,Midsize,Sedan,12.7,34750
INFINITI,Q45,340,4.4,8,AUTOMATIC,X,rear wheel drive,4,Large,Sedan,14.9,57125
INFINITI,Q50,303.6,3.1,5.4,AUTOMATIC,Z,all wheel drive,4,Midsize,Sedan,10,43130.6
INFINITI,Q60 CONVERTIBLE,331,3.7,6,AUTOMATIC,Z,rear wheel drive,2,Midsize,Convertible,12,54683.3
INFINITI,Q60 COUPE,309.3,3.7,5.6,AUTOMATIC,Z,rear wheel drive,2,Midsize,Coupe,11.4,45647.2
INFINITI,Q70,372.7,4.6,6.9,AUTOMATIC,Z,rear wheel drive,4,Large,Sedan,11.7,57760.9
INFINITI,QX,400,4.4,8,AUTOMATIC,Z,four wheel drive,4,Large,4dr SUV,16.8,62225
INFINITI,QX4,240,3,6,AUTOMATIC,Z,four wheel drive,4,Midsize,4dr SUV,17,35050
INFINITI,QX50,325,3,6,AUTOMATIC,Z,all wheel drive,4,Midsize,4dr SUV,13.8,36025
INFINITI,QX56,346.7,4.4,8,AUTOMATIC,Z,four wheel drive,4,Large,4dr SUV,18.5,58150
INFINITI,QX60,261,3.5,5.2,AUTOMATIC,Z,all wheel drive,4,Large,4dr SUV,10.4,45890
INFINITI,QX70,325,3,6,AUTOMATIC,Z,all wheel drive,4,Midsize,4dr SUV,14.3,46633.3
INFINITI,QX80,400,4.4,8,AUTOMATIC,Z,four wheel drive,4,Large,4dr SUV,17.2,68078.6
KIA,AMANTI,264,3,6,AUTOMATIC,X,front wheel drive,4,Midsize,Sedan,13.8,25678.3
KIA,BORREGO,309.9,3,7.1,AUTOMATIC,X,four wheel drive,4,Midsize,4dr SUV,15,31722.8
KIA,CADENZA,291.9,3.3,6,AUTOMATIC,X,front wheel drive,4,Midsize,Sedan,10.5,38392.5
KIA,FORTE,175.2,1.9,4,AUTOMATIC,X,front wheel drive,3.5,Compact,4dr Hatchback,8,19895
KIA,K900,376.4,4.4,7.2,AUTOMATIC,Z,rear wheel drive,4,Large,Sedan,12.5,56040
KIA,OPTIMA,216.7,2.2,4,AUTOMATIC,X,front wheel drive,4,Midsize,Sedan,8.8,27312.4
KIA,OPTIMA HYBRID,196.7,2.2,4,AUTOMATIC,X,front wheel drive,4,Midsize,Sedan,5.9,28885.8
KIA,RIO,138,1.6,4,AUTOMATIC,X,front wheel drive,4,Compact,Sedan,7.5,16810.2
KIA,RONDO,173.9,2,4.8,AUTOMATIC,X,front wheel drive,4,Compact,Wagon,9.2,18948.3
KIA,SEDONA,276,3.3,6,AUTOMATIC,X,front wheel drive,4,Midsize,Passenger Minivan,11.6,32976.7
KIA,SEPHIA,125,2,4,MANUAL,X,front wheel drive,4,Compact,Sedan,11.5,7066.2
KIA,SORENTO,260.3,2.6,5.3,AUTOMATIC,X,front wheel drive,4,Midsize,4dr SUV,10.3,33765.3
KIA,SOUL,147,1.8,4,AUTOMATIC,X,front wheel drive,4,Compact,Wagon,8.7,18046.7
KIA,SPECTRA,138,2,4,MANUAL,X,front wheel drive,4,Compact,Sedan,10.1,15726.7
KIA,SPORTAGE,205.4,2.4,4,AUTOMATIC,X,all wheel drive,4,Compact,4dr SUV,10.1,26725.6
LAMBORGHINI,AVENTADOR,715,3,12,AUTOMATED_MANUAL,Z,all wheel drive,2,Midsize,Convertible,22.2,470050
LAMBORGHINI,DIABLO,550,2,12,MANUAL,Z,all wheel drive,2,Compact,Coupe,26.1,294900
LAMBORGHINI,GALLARDO,560.8,2,10,MANUAL,Z,all wheel drive,2,Compact,Coupe,18.4,219844
LAMBORGHINI,HURACAN,602.5,5.2,10,AUTOMATED_MANUAL,Z,all wheel drive,2,Compact,Coupe,14.3,234475
LAMBORGHINI,MURCIELAGO,635.8,2,12,AUTOMATED_MANUAL,Z,all wheel drive,2,Compact,Coupe,27.4,374666.7
LAMBORGHINI,REVENTON,650,2,12,AUTOMATED_MANUAL,Z,all wheel drive,2,Compact,Coupe,26.1,1500000
LAND ROVER,DEFENDER,182,2,8,AUTOMATIC,X,four wheel drive,2,Compact,2dr SUV,19.6,33761.2
LAND ROVER,DISCOVERY,217,3,8,AUTOMATIC,Z,four wheel drive,4,Midsize,4dr SUV,13.3,37791.7
LAND ROVER,DISCOVERY SERIES II,188,3,8,AUTOMATIC,Z,four wheel drive,4,Midsize,4dr SUV,19.6,29518.5
LAND ROVER,DISCOVERY SPORT,240,2,4,AUTOMATIC,Z,all wheel drive,4,Midsize,4dr SUV,10.6,41784.4
LAND ROVER,FREELANDER,174,2,6,AUTOMATIC,X,all wheel drive,3.3,Compact,4dr SUV,15.1,27149.4
LAND ROVER,LR2,240,2,4,AUTOMATIC,Z,all wheel drive,4,Compact,4dr SUV,11.9,39066.7
LAND ROVER,LR3,300,3,8,AUTOMATIC,Z,four wheel drive,4,Midsize,4dr SUV,19.6,49508.3
LAND ROVER,LR4,340,3,6,AUTOMATIC,Z,four wheel drive,4,Midsize,4dr SUV,14.4,56607.9
LAND ROVER,RANGE ROVER,449.1,3,7.3,AUTOMATIC,Z,four wheel drive,4,Large,4dr SUV,12.4,118229.6
LAND ROVER,RANGE ROVER EVOQUE,240,2,4,AUTOMATIC,Z,all wheel drive,3.4,Compact,4dr SUV,9.7,50522.3
LAND ROVER,RANGE ROVER SPORT,428.2,3,7.1,AUTOMATIC,Z,four wheel drive,4,Midsize,4dr SUV,12.4,80022.7
LEXUS,CT 200H,134,1.8,4,AUTOMATIC,X,front wheel drive,4,Compact,4dr Hatchback,5.7,31566.7
LEXUS,ES 250,156,2,6,MANUAL,X,front wheel drive,4,Compact,Sedan,13.8,2000
LEXUS,ES 300,210,3,6,AUTOMATIC,X,front wheel drive,4,Midsize,Sedan,13.3,31578.3
LEXUS,ES 300H,200,2.5,4,AUTOMATIC,X,front wheel drive,4,Midsize,Sedan,5.7,41140
LEXUS,ES 330,222.7,3,6,AUTOMATIC,X,front wheel drive,4,Midsize,Sedan,13.1,32066.7
LEXUS,ES 350,268,3.5,6,AUTOMATIC,X,front wheel drive,4,Midsize,Sedan,9.5,38785
LEXUS,GS 200T,241,2,4,AUTOMATIC,Z,rear wheel drive,4,Midsize,Sedan,9,49797.5
LEXUS,GS 300,232.5,3,6,AUTOMATIC,Z,rear wheel drive,4,Midsize,Sedan,13.4,41500
LEXUS,GS 350,309.2,3.5,6,AUTOMATIC,Z,rear wheel drive,4,Midsize,Sedan,10.4,52623.6
LEXUS,GS 400,300,3,8,AUTOMATIC,X,rear wheel drive,4,Midsize,Sedan,15,3749.3
LEXUS,GS 430,296.7,3,8,AUTOMATIC,Z,rear wheel drive,4,Midsize,Sedan,14.7,50575
LEXUS,GS 450H,338,3.5,6,AUTOMATIC,Z,rear wheel drive,4,Midsize,Sedan,7.5,61613.3
LEXUS,GS 460,342,3,8,AUTOMATIC,Z,rear wheel drive,4,Midsize,Sedan,13.8,54303.3
LEXUS,GS F,467,5,8,AUTOMATIC,Z,rear wheel drive,4,Midsize,Sedan,12.5,84440
LEXUS,GX 460,301,4.6,8,AUTOMATIC,Z,four wheel drive,4,Midsize,4dr SUV,14.3,56299.2
LEXUS,GX 470,263,3,8,AUTOMATIC,Z,four wheel drive,4,Midsize,4dr SUV,16.8,47188.3
LEXUS,HS 250H,187,3,4,AUTOMATIC,X,front wheel drive,4,Midsize,Sedan,6.7,37388.3
LEXUS,IS 200T,241,2,4,AUTOMATIC,Z,rear wheel drive,4,Midsize,Sedan,9,37575
LEXUS,IS 250,204,2.5,6,AUTOMATIC,Z,all wheel drive,4,Midsize,Sedan,9.6,38511.2
LEXUS,IS 250 C,204,2.5,6,AUTOMATIC,Z,rear wheel drive,2,Compact,Convertible,9.6,42943.3
LEXUS,IS 300,231,2,6,AUTOMATIC,Z,rear wheel drive,4,Compact,Sedan,9.4,34369
LEXUS,IS 350,306,3.5,6,AUTOMATIC,Z,all wheel drive,4,Midsize,Sedan,10.6,41289.2
LEXUS,IS 350 C,306,3.5,6,AUTOMATIC,Z,rear wheel drive,2,Compact,Convertible,10.6,47223.3
LEXUS,IS F,416,5,8,AUTOMATIC,Z,rear wheel drive,4,Midsize,Sedan,12.6,62216.7
LEXUS,LFA,552,2,10,AUTOMATED_MANUAL,Z,rear wheel drive,2,Compact,Coupe,21.4,375000
LEXUS,LS 400,290,3,8,AUTOMATIC,X,rear wheel drive,4,Midsize,Sedan,14.4,4599.3
LEXUS,LS 430,286,4.4,8,AUTOMATIC,Z,rear wheel drive,4,Large,Sedan,14.7,56041.7
LEXUS,LS 460,372.9,4.6,8,AUTOMATIC,Z,all wheel drive,4,Large,Sedan,12.3,78523.6
LEXUS,LS 600H L,438,5,8,AUTOMATIC,Z,all wheel drive,4,Large,Sedan,11.5,120313.3
LEXUS,LX 450,212,3,6,AUTOMATIC,X,four wheel drive,4,Midsize,4dr SUV,19.6,3974.5
LEXUS,LX 470,259.3,3,8,AUTOMATIC,X,four wheel drive,4,Midsize,4dr SUV,19.6,66671.7
LEXUS,LX 570,383,5.7,8,AUTOMATIC,Z,four wheel drive,4,Large,4dr SUV,16.2,87146.7
LEXUS,NX 200T,235,3,4,AUTOMATIC,Z,all wheel drive,4,Midsize,4dr SUV,10.8,36593.3
LEXUS,NX 300H,194,3,4,AUTOMATIC,X,all wheel drive,4,Midsize,4dr SUV,7,40356
LEXUS,RC 200T,241,2,4,AUTOMATIC,Z,rear wheel drive,2,Midsize,Coupe,9,40075
LEXUS,RC 300,255,3,6,AUTOMATIC,Z,all wheel drive,2,Midsize,Coupe,12.4,42690
LEXUS,RC 350,306,3.5,6,AUTOMATIC,Z,all wheel drive,2,Midsize,Coupe,10.6,43965.8
LEXUS,RC F,467,5,8,AUTOMATIC,Z,rear wheel drive,2,Midsize,Coupe,12.5,63123.3
LEXUS,RX 300,220,3,6,AUTOMATIC,X,front wheel drive,4,Midsize,4dr SUV,14.3,35228.3
LEXUS,RX 330,227.7,3,6,AUTOMATIC,X,all wheel drive,4,Midsize,4dr SUV,14.3,36590
LEXUS,RX 350,285.9,3,6,AUTOMATIC,X,all wheel drive,4,Midsize,4dr SUV,12.4,45752.3
LEXUS,RX 400H,268,3,6,AUTOMATIC,X,all wheel drive,4,Midsize,4dr SUV,8.6,43340
LEXUS,RX 450H,304.3,3,6,AUTOMATIC,Z,all wheel drive,4,Midsize,4dr SUV,7.7,52726.4
LEXUS,SC 300,225,3,6,AUTOMATIC,X,rear wheel drive,2,Midsize,Coupe,13.8,3633.3
LEXUS,SC 400,290,3,8,AUTOMATIC,X,rear wheel drive,2,Midsize,Coupe,14.4,3959
LEXUS,SC 430,288,2,8,AUTOMATIC,Z,rear wheel drive,2,Compact,Convertible,14.7,67188.3
LINCOLN,AVIATOR,302,3,8,AUTOMATIC,Z,all wheel drive,4,Midsize,4dr SUV,11.9,42543
LINCOLN,BLACKWOOD,300,4.4,8,AUTOMATIC,Z,rear wheel drive,4,Large,Crew Cab Pickup,21.4,51785
LINCOLN,CONTINENTAL,288.3,4.4,6.8,AUTOMATIC,X,front wheel drive,4,Large,Sedan,14.5,47855
LINCOLN,LS,253.8,3,6.9,AUTOMATIC,Z,rear wheel drive,4,Midsize,Sedan,14.3,37970.5
LINCOLN,MARK LT,300,4.4,8,AUTOMATIC,X,four wheel drive,4,Large,Crew Cab Pickup,19.1,40147.5
LINCOLN,MARK VII,225,4.4,8,AUTOMATIC,X,rear wheel drive,2,Large,Coupe,15.7,2000
LINCOLN,MARK VIII,281.7,4.4,8,AUTOMATIC,X,rear wheel drive,2,Large,Coupe,15,2223.7
LINCOLN,MKC,240,2,4,AUTOMATIC,X,all wheel drive,4,Compact,4dr SUV,11.9,40209.5
LINCOLN,MKS,334.8,4.4,6,AUTOMATIC,X,all wheel drive,4,Large,Sedan,13.4,41898.3
LINCOLN,MKT,334,4.4,6,AUTOMATIC,Z,all wheel drive,4,Large,Wagon,14.9,44950.8
LINCOLN,MKX,303.2,3,6,AUTOMATIC,X,all wheel drive,4,Midsize,4dr SUV,14,45255.6
LINCOLN,MKZ,228,2.4,4,AUTOMATIC,X,front wheel drive,4,Midsize,Sedan,9.8,40691.2
LINCOLN,MKZ HYBRID,191,2,4,AUTOMATIC,X,front wheel drive,4,Midsize,Sedan,5.9,34645
LINCOLN,NAVIGATOR,377,4.4,6,AUTOMATIC,X,four wheel drive,4,Large,4dr SUV,15.5,68917.5
LINCOLN,TOWN CAR,239,4.4,8,AUTOMATIC,X,rear wheel drive,4,Large,Sedan,14.7,49718.8
LINCOLN,ZEPHYR,221,3,6,AUTOMATIC,X,front wheel drive,4,Midsize,Sedan,13.8,28995
LOTUS,ELISE,203.2,2,4,MANUAL,Z,rear wheel drive,2,Compact,Convertible,11.5,51657.5
LOTUS,ESPRIT,350,2,8,MANUAL,Z,rear wheel drive,2,Compact,Coupe,16.8,91291.7
LOTUS,EVORA,303.6,2,6,MANUAL,Z,rear wheel drive,2,Compact,Coupe,13.4,71776
LOTUS,EVORA 400,400,2,6,MANUAL,Z,rear wheel drive,2,Compact,Coupe,11.2,91900
LOTUS,EXIGE,248.5,2,4,MANUAL,Z,rear wheel drive,2,Compact,Coupe,11.8,69627.5
MASERATI,COUPE,388.3,2,8,AUTOMATED_MANUAL,Z,rear wheel drive,2,Compact,Coupe,22,83862.3
MASERATI,GHIBLI,381.9,3,6,AUTOMATIC,Z,rear wheel drive,4,Midsize,Sedan,12.4,75175
MASERATI,GRANSPORT,399.5,2,8,AUTOMATIC,Z,rear wheel drive,2,Compact,Coupe,21.4,100266.5
MASERATI,GRANTURISMO,454,4.7,8,AUTOMATIC,Z,rear wheel drive,2,Large,Coupe,15.1,145993
MASERATI,GRANTURISMO CONVERTIBLE,451.3,4.7,8,AUTOMATIC,Z,rear wheel drive,2,Midsize,Convertible,15.2,155824.4
MASERATI,LEVANTE,384.5,3,6,AUTOMATIC,Z,all wheel drive,4,Large,4dr SUV,14.1,77500
MASERATI,QUATTROPORTE,440.6,4.4,6.6,AUTOMATIC,Z,rear wheel drive,4,Large,Sedan,15.2,119415.4
MASERATI,SPYDER,388.3,2,8,AUTOMATED_MANUAL,Z,rear wheel drive,2,Compact,Convertible,23.1,88165.8
MAYBACH,57,586.3,4.4,12,AUTOMATIC,Z,rear wheel drive,4,Large,Sedan,23.5,401357.1
MAYBACH,62,586.3,4.4,12,AUTOMATIC,Z,rear wheel drive,4,Large,Sedan,23.5,452471.4
MAYBACH,LANDAULET,620,4.4,12,AUTOMATIC,Z,rear wheel drive,4,Large,Convertible,23.5,1381375
MAZDA,2,100,2,4,AUTOMATIC,X,front wheel drive,4,Compact,4dr Hatchback,8.3,15821.7
MAZDA,3,165.9,2,4,AUTOMATIC,X,front wheel drive,4,Compact,Sedan,8.4,22195
MAZDA,323,82,2,4,MANUAL,X,front wheel drive,2,Compact,2dr Hatchback,9.5,2000
MAZDA,5,157,2,4,AUTOMATIC,X,front wheel drive,4,Compact,Passenger Minivan,10.9,22183.6
MAZDA,6,184,3,4,AUTOMATIC,X,front wheel drive,4,Midsize,Sedan,9.2,24761.3
MAZDA,626,148.6,3,5.1,MANUAL,X,front wheel drive,4,Midsize,Sedan,11.7,13786.8
MAZDA,929,193.7,3,6,AUTOMATIC,X,rear wheel drive,4,Midsize,Sedan,13.8,2000
MAZDA,B-SERIES,152.5,2,5.4,MANUAL,X,rear wheel drive,2.5,Compact,Regular Cab Pickup,14.3,16712.7
MAZDA,B-SERIES PICKUP,142.2,2,5.4,MANUAL,X,rear wheel drive,2.7,Compact,Extended Cab Pickup,14.3,2985
MAZDA,B-SERIES TRUCK,173.5,2,5.5,MANUAL,X,rear wheel drive,3.3,Compact,Extended Cab Pickup,14.1,20608.6
MAZDA,CX-3,146,2,4,AUTOMATIC,X,all wheel drive,4,Compact,4dr SUV,7.8,22928.3
MAZDA,CX-5,176,2.2,4,AUTOMATIC,X,front wheel drive,4,Midsize,4dr SUV,8.5,25404
MAZDA,CX-7,210.8,3,4,AUTOMATIC,Z,front wheel drive,4,Midsize,4dr SUV,12.7,27214.5
MAZDA,CX-9,256.1,3,5.3,AUTOMATIC,X,all wheel drive,4,Large,4dr SUV,10.7,34961.8
MAZDA,MAZDASPEED 3,263,2,4,MANUAL,Z,front wheel drive,4,Compact,4dr Hatchback,13.1,23966.7
MAZDA,MAZDASPEED 6,274,3,4,MANUAL,Z,all wheel drive,4,Midsize,Sedan,13.8,28960
MAZDA,MAZDASPEED MX-5 MIATA,178,2,4,MANUAL,Z,rear wheel drive,2,Compact,Convertible,13.1,26030
MAZDA,MAZDASPEED PROTEGE,170,2,4,MANUAL,Z,front wheel drive,4,Compact,Sedan,11.2,20230
MAZDA,MILLENIA,192.2,3,6,AUTOMATIC,X,front wheel drive,4,Midsize,Sedan,13.8,20622.9
MAZDA,MPV,200,2,6,AUTOMATIC,X,front wheel drive,4,Compact,Passenger Minivan,14.7,24888.8
MAZDA,MX-3,109,2,5,MANUAL,X,front wheel drive,2,Compact,2dr Hatchback,10.5,2000
MAZDA,MX-5 MIATA,160.9,2,4,AUTOMATIC,Z,rear wheel drive,2,Compact,Convertible,10.5,28300.5
MAZDA,MX-6,143.7,2,5.1,MANUAL,X,front wheel drive,2,Compact,Coupe,11.7,2000
MAZDA,NAVAJO,158.3,2,6,MANUAL,X,four wheel drive,2,Compact,2dr SUV,15.7,2000
MAZDA,PROTEGE,126,2,4,MANUAL,X,front wheel drive,4,Compact,Sedan,10.5,14788.6
MAZDA,PROTEGE5,130,2,4,MANUAL,X,front wheel drive,4,Compact,Wagon,10.7,16675
MAZDA,RX-7,255,2,,MANUAL,X,rear wheel drive,2,Compact,Coupe,15.7,8169.7
MAZDA,RX-8,223.8,2,,MANUAL,Z,rear wheel drive,4,Compact,Coupe,14.7,29727.6
MAZDA,TRIBUTE,193.3,2,4.6,AUTOMATIC,X,front wheel drive,4,Compact,4dr SUV,12,24722.7
MAZDA,TRIBUTE HYBRID,155,2,4,AUTOMATIC,X,all wheel drive,4,Compact,4dr SUV,7.5,29462.5
MAZDA,TRUCK,168.6,2,5.6,MANUAL,X,rear wheel drive,2.7,Compact,Extended Cab Pickup,14.1,18810.7
MCLAREN,570S,562,2,8,AUTOMATED_MANUAL,Z,rear wheel drive,2,Compact,Coupe,14.7,184900
MCLAREN,650S COUPE,641,2,8,AUTOMATED_MANUAL,Z,rear wheel drive,2,Compact,Coupe,14.7,265500
MCLAREN,650S SPIDER,641,2,8,AUTOMATED_MANUAL,Z,rear wheel drive,2,Compact,Convertible,14.7,280225
MCLAREN,MP4-12C,604,2,8,AUTOMATED_MANUAL,Z,rear wheel drive,2,Compact,Coupe,15.7,234200
MERCEDES-BENZ,190-CLASS,144,2,5,MANUAL,X,rear wheel drive,4,Compact,Sedan,13.4,2000
MERCEDES-BENZ,300-CLASS,182.8,3,5.9,AUTOMATIC,X,rear wheel drive,3.6,Midsize,Sedan,14.4,2385.6
MERCEDES-BENZ,350-CLASS,134,4.4,6,AUTOMATIC,D,rear wheel drive,4,Large,Sedan,12.4,2182.8
MERCEDES-BENZ,400-CLASS,275,4.4,8,AUTOMATIC,X,rear wheel drive,4,Large,Sedan,16.8,2398.2
MERCEDES-BENZ,420-CLASS,201,4.4,8,AUTOMATIC,X,rear wheel drive,4,Large,Sedan,16.8,2093
MERCEDES-BENZ,500-CLASS,318.5,2,8,AUTOMATIC,X,rear wheel drive,3,Compact,Sedan,18.4,3643.6
MERCEDES-BENZ,560-CLASS,238,4.4,8,AUTOMATIC,X,rear wheel drive,3,Large,Coupe,19.6,2310
MERCEDES-BENZ,600-CLASS,392.2,4.4,12,AUTOMATIC,X,rear wheel drive,3,Large,Sedan,21.4,3475.5
MERCEDES-BENZ,AMG GT,487.3,2,8,AUTOMATIC,Z,rear wheel drive,2,Compact,Coupe,14.7,124100
MERCEDES-BENZ,B-CLASS ELECTRIC DRIVE,177,2,0,DIRECT_DRIVE,X,front wheel drive,4,Compact,4dr Hatchback,2.8,40933.3
MERCEDES-BENZ,C-CLASS,310.8,3,5.2,AUTOMATIC,Z,rear wheel drive,3.5,Midsize,Sedan,10.8,49298.4
MERCEDES-BENZ,C36 AMG,273.3,2,6,AUTOMATIC,X,rear wheel drive,4,Compact,Sedan,14.7,3960.3
MERCEDES-BENZ,C43 AMG,302,2,8,AUTOMATIC,X,rear wheel drive,4,Compact,Sedan,14.7,4957.3
MERCEDES-BENZ,CL-CLASS,524,4.4,10,AUTOMATIC,Z,rear wheel drive,2,Large,Coupe,17.4,160483.3
MERCEDES-BENZ,CLA-CLASS,261.4,3,4,AUTOMATED_MANUAL,Z,all wheel drive,4,Midsize,Sedan,9.7,38427.8
MERCEDES-BENZ,CLK-CLASS,356.7,2,7.2,AUTOMATIC,Z,rear wheel drive,2,Compact,Convertible,15.5,65133.3
MERCEDES-BENZ,CLS-CLASS,419.9,3,7.4,AUTOMATIC,Z,all wheel drive,4,Midsize,Sedan,13.3,80448.5
MERCEDES-BENZ,E-CLASS,326.5,3,6,AUTOMATIC,Z,rear wheel drive,3.4,Midsize,Sedan,11.4,61857.1
MERCEDES-BENZ,E55 AMG,349,3,8,AUTOMATIC,X,rear wheel drive,4,Midsize,Sedan,15.7,5999
MERCEDES-BENZ,G-CLASS,503.6,3,8.8,AUTOMATIC,Z,four wheel drive,4,Midsize,4dr SUV,19.6,146040
MERCEDES-BENZ,GL-CLASS,395.2,4.4,7.2,AUTOMATIC,Z,all wheel drive,4,Large,4dr SUV,15.5,84225.8
MERCEDES-BENZ,GLA-CLASS,261.4,2,4,AUTOMATED_MANUAL,Z,all wheel drive,4,Compact,4dr SUV,10,38564.4
MERCEDES-BENZ,GLC-CLASS,241,3,4,AUTOMATIC,Z,all wheel drive,4,Midsize,4dr SUV,10.9,40050
MERCEDES-BENZ,GLE-CLASS,392.8,3,6.5,AUTOMATIC,Z,all wheel drive,4,Midsize,4dr SUV,14.3,73775.5
MERCEDES-BENZ,GLE-CLASS COUPE,469.5,3,7,AUTOMATIC,Z,all wheel drive,4,Midsize,4dr SUV,15.2,88675
MERCEDES-BENZ,GLK-CLASS,268,3,5.3,AUTOMATIC,Z,all wheel drive,4,Midsize,4dr SUV,11.4,38656.7
MERCEDES-BENZ,GLS-CLASS,462.7,4.4,7.3,AUTOMATIC,Z,all wheel drive,4,Large,4dr SUV,16,95550
MERCEDES-BENZ,M-CLASS,355.6,3,6.5,AUTOMATIC,Z,all wheel drive,4,Midsize,4dr SUV,13.9,61332
MERCEDES-BENZ,MAYBACH,523,4.4,12,AUTOMATIC,Z,rear wheel drive,4,Large,Sedan,18.1,190325
MERCEDES-BENZ,METRIS,208,2,4,AUTOMATIC,Z,rear wheel drive,3.5,Compact,Cargo Minivan,11.5,30725
MERCEDES-BENZ,ML55 AMG,342,3,8,AUTOMATIC,X,all wheel drive,4,Midsize,4dr SUV,19.6,5650
MERCEDES-BENZ,R-CLASS,244.7,4.4,6,AUTOMATIC,D,all wheel drive,4,Large,Wagon,14.3,51435
MERCEDES-BENZ,S-CLASS,533.2,4.4,9.5,AUTOMATIC,Z,rear wheel drive,3.2,Large,Sedan,15.9,157420.8
MERCEDES-BENZ,SL-CLASS,493.4,2,8.5,AUTOMATIC,Z,rear wheel drive,2,Compact,Convertible,14,140150
MERCEDES-BENZ,SLC-CLASS,301.5,2,5,AUTOMATIC,Z,rear wheel drive,2,Compact,Convertible,10.5,54125
MERCEDES-BENZ,SLK-CLASS,310.6,2,6,AUTOMATIC,Z,rear wheel drive,2,Compact,Convertible,11.2,57769.4
MERCEDES-BENZ,SLR MCLAREN,625,2,8,AUTOMATIC,Z,rear wheel drive,2,Compact,Convertible,20.1,490000
MERCEDES-BENZ,SLS AMG,563,2,8,AUTOMATED_MANUAL,Z,rear wheel drive,2,Compact,Coupe,16.8,189566.7
MERCEDES-BENZ,SLS AMG GT,590.8,2,8,AUTOMATED_MANUAL,Z,rear wheel drive,2,Compact,Coupe,18.1,218000
MERCEDES-BENZ,SLS AMG GT FINAL EDITION,583,2,8,AUTOMATED_MANUAL,Z,rear wheel drive,2,Compact,Convertible,18.1,224830
MITSUBISHI,3000GT,233,2,6,MANUAL,X,front wheel drive,2,Compact,2dr Hatchback,14.1,5035.8
MITSUBISHI,DIAMANTE,206.7,3,6,AUTOMATIC,Z,front wheel drive,4,Midsize,Sedan,15,26901
MITSUBISHI,ECLIPSE,191.4,2,4.6,AUTOMATIC,X,front wheel drive,2,Compact,2dr Hatchback,12.4,23967.6
MITSUBISHI,ECLIPSE SPYDER,206.1,2,4.9,AUTOMATIC,X,front wheel drive,2,Compact,Convertible,13,29984.7
MITSUBISHI,ENDEAVOR,225,3,6,AUTOMATIC,Z,front wheel drive,4,Midsize,4dr SUV,15.7,29689
MITSUBISHI,EXPO,132.7,2,4,MANUAL,X,front wheel drive,3.1,Compact,4dr Hatchback,12.7,2000
MITSUBISHI,GALANT,160,3,4,AUTOMATIC,X,front wheel drive,4,Midsize,Sedan,11.2,22899
MITSUBISHI,I-MIEV,66,2,,DIRECT_DRIVE,X,rear wheel drive,4,Compact,4dr Hatchback,1.9,22995
MITSUBISHI,LANCER,165.2,2.1,4,AUTOMATIC,X,front wheel drive,4,Compact,Sedan,8.5,20756.1
MITSUBISHI,LANCER EVOLUTION,292.7,2,4,MANUAL,Z,all wheel drive,4,Compact,Sedan,12.4,36752.1
MITSUBISHI,LANCER SPORTBACK,158,2,4,AUTOMATIC,X,front wheel drive,4,Compact,4dr Hatchback,8.6,20045
MITSUBISHI,MIGHTY MAX PICKUP,123,2,4.4,MANUAL,X,rear wheel drive,2,Compact,Regular Cab Pickup,13.5,2000
MITSUBISHI,MIRAGE,75.4,1.2,3,AUTOMATIC,X,front wheel drive,4,Compact,4dr Hatchback,6.2,14470
MITSUBISHI,MIRAGE G4,78,1.2,3,AUTOMATIC,X,front wheel drive,4,Compact,Sedan,6.5,15395
MITSUBISHI,MONTERO,215,3,6,AUTOMATIC,X,four wheel drive,4,Midsize,4dr SUV,18.1,35652.3
MITSUBISHI,MONTERO SPORT,184.2,3,6,AUTOMATIC,X,four wheel drive,4,Midsize,4dr SUV,15.8,27504.4
MITSUBISHI,OUTLANDER,175.7,2.4,4.3,AUTOMATIC,X,all wheel drive,4,Midsize,4dr SUV,8.5,25939.4
MITSUBISHI,OUTLANDER SPORT,160.1,2,4,AUTOMATIC,X,front wheel drive,4,Compact,4dr SUV,10.2,23059.3
MITSUBISHI,PRECIS,81,2,4,MANUAL,X,front wheel drive,2,Compact,2dr Hatchback,9.4,2000
MITSUBISHI,RAIDER,213.3,2,6.3,AUTOMATIC,X,rear wheel drive,4,Compact,Crew Cab Pickup,16,24838
MITSUBISHI,SIGMA,142,3,6,AUTOMATIC,X,front wheel drive,4,Midsize,Sedan,14.7,2000
MITSUBISHI,VANWAGON,107,2,4,AUTOMATIC,X,rear wheel drive,3,Compact,Cargo Minivan,13.8,2000
NISSAN,200SX,123.3,2,4,MANUAL,X,front wheel drive,2,Compact,Coupe,9.9,2008.1
NISSAN,240SX,155,2,4,MANUAL,X,rear wheel drive,2,Compact,Coupe,12.1,4066.4
NISSAN,300ZX,241.5,2,6,MANUAL,X,rear wheel drive,2,Compact,Coupe,14.3,2968.6
NISSAN,350Z,306,2,6,MANUAL,X,rear wheel drive,2,Compact,Convertible,13.6,36442.4
NISSAN,370Z,336.2,3.7,6,AUTOMATIC,Z,rear wheel drive,2,Compact,Coupe,11.3,40654.1
NISSAN,ALTIMA,218,2.9,4.8,AUTOMATIC,X,front wheel drive,4,Midsize,Sedan,8.2,26956.2
